Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),PLENUM-1:Zone Mean Radiant Temperature [C](Hourly),SPACE1-1:Zone Mean Radiant Temperature [C](Hourly),SPACE2-1:Zone Mean Radiant Temperature [C](Hourly),SPACE3-1:Zone Mean Radiant Temperature [C](Hourly),SPACE4-1:Zone Mean Radiant Temperature [C](Hourly),SPACE5-1:Zone Mean Radiant Temperature [C](Hourly),PLENUM-1:Zone Operative Temperature [C](Hourly),SPACE1-1:Zone Operative Temperature [C](Hourly),SPACE2-1:Zone Operative Temperature [C](Hourly),SPACE3-1:Zone Operative Temperature [C](Hourly),SPACE4-1:Zone Operative Temperature [C](Hourly),SPACE5-1:Zone Operative Temperature [C](Hourly),SPACE1-1:Zone Ventilation Standard Density Volume Flow Rate [m3/s](Hourly),SPACE2-1:Zone Ventilation Standard Density Volume Flow Rate [m3/s](Hourly),SPACE3-1:Zone Ventilation Standard Density Volume Flow Rate [m3/s](Hourly),SPACE4-1:Zone Ventilation Standard Density Volume Flow Rate [m3/s](Hourly),SPACE5-1:Zone Ventilation Standard Density Volume Flow Rate [m3/s](Hourly),PLENUM-1:Zone Air Temperature [C](Hourly),PLENUM-1:Zone Air Humidity Ratio [](Hourly),PLENUM-1:Zone Air Relative Humidity [%](Hourly),SPACE1-1:Zone Air Temperature [C](Hourly),SPACE1-1:Zone Air Humidity Ratio [](Hourly),SPACE1-1:Zone Air Relative Humidity [%](Hourly),SPACE2-1:Zone Air Temperature [C](Hourly),SPACE2-1:Zone Air Humidity Ratio [](Hourly),SPACE2-1:Zone Air Relative Humidity [%](Hourly),SPACE3-1:Zone Air Temperature [C](Hourly),SPACE3-1:Zone Air Humidity Ratio [](Hourly),SPACE3-1:Zone Air Relative Humidity [%](Hourly),SPACE4-1:Zone Air Temperature [C](Hourly),SPACE4-1:Zone Air Humidity Ratio [](Hourly),SPACE4-1:Zone Air Relative Humidity [%](Hourly),SPACE5-1:Zone Air Temperature [C](Hourly),SPACE5-1:Zone Air Humidity Ratio [](Hourly),SPACE5-1:Zone Air Relative Humidity [%](Hourly),HOT WATER LOOP HOT WATER LOOP:Plant Supply Side Outlet Temperature [C](Hourly),PLENUM-1:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),SPACE1-1:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),SPACE2-1:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),SPACE3-1:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),SPACE4-1:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),SPACE5-1:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),PLENUM-1:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),SPACE1-1:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),SPACE2-1:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),SPACE3-1:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),SPACE4-1:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),SPACE5-1:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),SPACE1-1 BASEBOARD HEAT:Baseboard Total Heating Rate [W](Hourly),SPACE2-1 BASEBOARD HEAT:Baseboard Total Heating Rate [W](Hourly),SPACE3-1 BASEBOARD HEAT:Baseboard Total Heating Rate [W](Hourly),SPACE4-1 BASEBOARD HEAT:Baseboard Total Heating Rate [W](Hourly),SPACE5-1 BASEBOARD HEAT:Baseboard Total Heating Rate [W](Hourly),MAIN BOILER:Boiler Heating Rate [W](Hourly),MAIN BOILER:Boiler NaturalGas Rate [W](Hourly) 
 01/14  21:00:00,10.9125,21.5050752074448,22.015844232414814,22.03407751619241,21.928598063532164,22.04842959864261,22.69567567300176,21.566205161130547,22.484738982111896,22.47074045848391,22.386120275080515,22.488280230736336,23.096183655089227,0.0,0.0,0.0,0.0,0.01235854102225772,21.627335114816294,0.006393607669006483,40.329850028491215,22.95363373180897,0.008158577156237707,47.3372507324178,22.907403400775404,0.008459530387375786,49.19733238088546,22.84364248662887,0.008456370297119148,49.368740818566984,22.928130862830066,0.008439956754798562,49.02361670153027,23.49669163717668,0.007644504544679783,42.9598742787945,66.28217727746815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/14  22:00:00,11.474999999999998,20.82004623079622,21.45552502664793,21.499274447436488,21.405613883385602,21.511234812899055,22.150209326614835,20.87820111806229,21.563648341890236,21.5951763617348,21.512813513908235,21.60842094089422,22.359973316759895,0.0,0.0,0.0,0.0,0.0,20.93635600532836,0.00639360766900649,42.092379934851195,21.67177165713253,0.008188255040801987,51.399198960767194,21.691078276033117,0.008488933771579067,53.195133067742525,21.62001314443087,0.008482807127118793,53.390789553625176,21.70560706888939,0.008469655795003372,53.028885787513474,22.569737306904948,0.007570104339186334,45.02276597287594,66.28217727746815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/14  23:00:00,11.7,20.197955001401834,20.952452814409927,20.990517145820625,20.915961636859265,20.999155751993534,21.727575843726136,20.239198997497752,20.950219819276434,20.99159866862237,20.914307415916326,21.00104513405492,21.820685859076377,0.0,0.0,0.0,0.0,0.0,20.280442993593674,0.006393607669006492,43.827270676123014,20.947986824142937,0.00813877396215892,53.39020864652307,20.99268019142411,0.008433054403500066,55.14323625985155,20.912653194973387,0.008426808326768374,55.37462310133178,21.002934516116305,0.008414198676173086,54.98695135195927,21.913795874426615,0.00753594020848606,46.640096553719715,66.28217727746815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/14  24:00:00,11.0125,19.713115029941207,20.650070792534137,20.68221660715001,20.62125539461733,20.682668003675204,21.472157077780107,19.75073874433488,20.64425682828106,20.67902437392698,20.615433370065706,20.679260786823097,21.54105347442045,0.0,0.0,0.0,0.0,0.0,19.78836245872855,0.006393607669006494,45.18255713901965,20.638442864027986,0.008118917513818089,54.2865879854617,20.67583214070395,0.008410331441041752,56.0796285780688,20.609611345514086,0.008404023380078243,56.26733218909724,20.675853569970993,0.008391666241006504,55.95680264986763,21.609949871060802,0.007522187008696237,47.42859462339216,66.28217727746815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  01:00:00,13.8625,22.43610732691752,22.254171158509617,22.298464910001464,22.243006421436576,22.31677900602147,23.006399530964323,22.482027344781248,22.173447446673812,22.227827095762148,22.16171956272742,22.246450014520757,22.956360671100157,0.0,0.0,0.0,0.0,0.0,22.52794736264497,0.008599050883723489,50.563964907022104,22.092723734838003,0.009278960642007741,55.96303169842221,22.157189281522832,0.009258974395534181,55.62525605979874,22.080432704018268,0.00925503349653597,55.86264407498225,22.17612102302005,0.009184333753369552,55.11985591752912,22.906321811235983,0.009230297179098443,52.98823092806835,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  02:00:00,13.05,21.920460993647744,22.046196929979523,22.094297827511504,22.0413066647659,22.10302747241909,22.86108968176564,21.960901645352152,21.95219752115662,22.014340689924836,21.947929309274038,22.022943644762925,22.788923314549628,0.0,0.0,0.0,0.0,0.0,22.001342297056564,0.00859905088372349,52.19726493424203,21.85819811233372,0.009185831443135912,56.1937473052198,21.93438355233816,0.00916816015270579,55.82697570961288,21.854551953782163,0.009164104347959588,56.0752545164171,21.94285981710676,0.009100336129185127,55.39130179253894,22.716756947333607,0.009141832399568532,53.08104508031598,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  03:00:00,12.7125,21.471164385099392,21.891428050994442,21.934165602566228,21.88709911056274,21.93813551528854,22.743213972993885,21.506581998316513,21.806649314422987,21.86298098946959,21.80240587550829,21.86685124704583,22.68109680986508,0.0,0.0,0.0,0.0,0.0,21.541999611533633,0.00859905088372349,53.662851138704156,21.72187057785154,0.00908319418176973,56.01895563076374,21.791796376372957,0.009067616947470039,55.68579802139308,21.71771264045384,0.00906339029267523,55.91278743732373,21.795566978803123,0.00900575873188529,55.29861433370758,22.61897964673627,0.009043291739990274,52.810059249132294,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  04:00:00,12.349999999999998,21.083333536416383,21.766660768427045,21.803345491467315,21.7610863015582,21.8051243034757,22.649803224746986,21.11533934762336,21.69000143369348,21.740480528254473,21.684274987276982,21.74218150557136,22.59533194890694,0.0,0.0,0.0,0.0,0.0,21.14734515883034,0.008599050883723492,54.97654868152907,21.613342098959922,0.00897656391024822,55.73940745285347,21.67761556504163,0.008962829385864186,55.436972230383596,21.60746367299576,0.008958396281361518,55.64820971684878,21.679238707667018,0.008906048500010682,55.08527239399177,22.54086067306689,0.008940157729262644,52.464630823395375,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  05:00:00,12.575,20.74966098506641,21.68861665184957,21.722782353820172,21.691895109737963,21.719325602418266,22.57387042772419,20.780498264963477,21.62078341681859,21.66596890814734,21.62014937695785,21.663724907529,22.527226434989757,0.0,0.0,0.0,0.0,0.0,20.81133554486054,0.008599050883723492,56.15842354933258,21.552950181787615,0.008874253866894704,55.351422365005135,21.609155462474504,0.00886212073368864,55.08700205877838,21.54840364417774,0.008857494861112125,55.263780448118865,21.608124212639737,0.00880971146310543,54.76921541329759,22.48058244225532,0.008840855097869006,52.11263214437695,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  06:00:00,13.1125,20.497032077257046,21.705800668886866,21.777549279702363,21.767048245805455,21.759166921624058,22.524292494542916,20.525699084237765,21.642467852961147,21.7173460379698,21.69184109054787,21.70056601554292,22.48236176847009,0.0,0.0,0.0,0.0,0.0,20.554366091218483,0.00859905088372349,57.07527419308125,21.57913503703542,0.008788293322167599,54.75546256781093,21.65714279623724,0.008777518680455138,54.42906571098689,21.61663393529028,0.008772783310770858,54.53512641298487,21.641965109461786,0.008729006471769137,54.1826138671217,22.44043104239726,0.008757557697992857,51.77384656642275,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  07:00:00,13.675,20.388256517985727,21.860166190483483,22.136003878216776,22.146731196891462,21.99237953029362,22.51867317060287,20.412916462813378,21.78509601438133,22.03778103642768,22.034169777262147,21.912282054941198,22.473921676524938,0.0,0.0,0.0,0.0,0.0,20.43757640764103,0.008599050883723492,57.487696899216516,21.710025838279183,0.00871676190449176,53.883453234449256,21.939558194638586,0.008707134318827588,53.07773151470263,21.921608357632827,0.008702360950729123,53.10735040388568,21.832184579588777,0.008662153764702913,53.15282326715486,22.429170182447002,0.008688430502250662,51.406063579667745,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  08:00:00,14.150000000000002,20.50349951459206,22.190272748865823,22.93022507166822,22.86666172762794,22.46892224641211,22.58632697048431,20.52342694651345,22.09368326180183,22.7852129883051,22.71884036083572,22.359267586663126,22.530698256235596,0.0,0.0,0.0,0.0,0.0,20.543354378434834,0.00859905088372349,57.11424043820455,21.997093774737838,0.008660131017400246,52.60876193629599,22.640200904941977,0.0086514198084594,50.54624491321113,22.571018994043506,0.008646679666896605,50.72943623717995,22.249612926914136,0.00860963955203159,51.50896132869907,22.47506954198688,0.008633960575100071,50.946005776472816,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  09:00:00,14.4875,21.16321255547163,23.41171883686199,24.643836377242412,24.39226438362306,23.818979528848747,23.53386885704316,21.161747978771402,23.546940244907837,24.215521797735413,24.11309810026154,23.82926938390589,23.683091250769795,0.07063899348086651,0.051339381961753305,0.10495533590863584,0.04016687884170192,0.1545177535182266,21.16028340207118,0.008599050883723494,54.993455874095396,23.68216165295369,0.009175584807078844,50.285751954753096,23.787207218228417,0.009024876155912307,49.17215389738422,23.833931816900034,0.009077805888694336,49.30469888949048,23.839559238963034,0.00913890400647352,49.61459620724673,23.832313644496438,0.009117119281074717,49.519835996333555,65.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  10:00:00,14.85,22.071174847542707,24.266919886761208,25.72617085971413,24.990579296322792,24.659480688097357,24.27049493149471,22.054662739706245,24.09039809694336,24.905837995957636,24.52562227119659,24.348991407638273,24.097712268263912,0.15507921599158997,0.09143297168254773,0.1789393609818436,0.07211692035940331,0.25112512352449895,22.03815063186979,0.008599050883723494,52.15088842835496,23.91387630712552,0.009416888682709991,50.90969220672439,24.085505132201146,0.009164798663293035,49.06006065452389,24.060665246070393,0.009240673331666014,49.535034502752076,24.038502127179203,0.009375385537402876,50.31166823312464,23.924929605033107,0.009367486281625747,50.61530518407821,65.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  11:00:00,15.687500000000002,23.11047013834187,25.042769391090005,26.7040357921973,25.619789069261355,25.440607039406963,24.691583814461616,23.0814818488839,24.519216777883745,25.458826246279404,24.888114978217274,24.792600152418935,24.36611626960176,0.18051549543774129,0.12407080667108905,0.21983747885065147,0.09092919843996854,0.318353401489923,23.05249355942593,0.008599050883723492,49.025041289631936,23.995664164677486,0.009328269457586571,50.17792797559737,24.213616700361502,0.009044573750565795,48.04198109038181,24.156440887173193,0.009201763599238669,49.03348864485626,24.14459326543091,0.009286554612434224,49.512421494560975,24.040648724741914,0.00939045399630776,50.37381464320654,65.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  12:00:00,16.787499999999998,24.27606956928787,25.51973424532693,27.028854526788628,26.062896073555898,25.98781814412869,24.905758328818994,24.230406794942688,24.812719682735306,25.74765851945125,25.199906639898618,25.124962567416077,24.466164324888375,0.23132836781680435,0.1391559241067574,0.24169187873140066,0.10834864373352568,0.3574701020406098,24.184744020597506,0.008599050883723492,45.778598690094654,24.105705120143686,0.009136307182287487,48.820493281803266,24.46646251211387,0.008937495799993719,46.74618210193478,24.33691720624134,0.009078927108690148,47.8529266096727,24.262106990703465,0.009096142339639951,48.157176352567575,24.026570320957756,0.009246578842134902,49.63410857308004,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  13:00:00,17.8875,25.52456246214511,25.76764884280657,26.704282216168473,26.204089816457447,26.220409575785972,24.99459541273311,25.441442166890944,25.01861530942169,25.522806920884086,25.25800579830425,25.327341529733168,24.4953874548656,0.2270139814579784,0.14258519106914935,0.2682686140986249,0.11584326012424831,0.36037343994453436,25.358321871636782,0.008599050883723492,42.67926862665866,24.269581776036816,0.008880633003232576,47.0138681619203,24.3413316255997,0.008758147697864958,46.16532409044507,24.311921780151046,0.008841849401201274,46.69508789328371,24.434273483680364,0.008857636483857612,46.43729861899796,23.99617949699809,0.008982188991127325,48.323430215645395,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  14:00:00,18.425,26.819704228202898,26.039205943724287,26.62652851045983,26.34329681181747,26.764367529386053,25.222150945480788,26.68248606172529,25.091499554311373,25.635876514176967,25.355991548004475,25.743274817651628,24.779815189833442,0.3293756154324493,0.14223037318520662,0.3293756154324493,0.14223037318520662,0.4182340800733664,26.54526789524769,0.008599050883723505,39.75870332492038,24.143793164898476,0.008902366421987176,47.444919155085636,24.64522451789411,0.008906379457462761,46.060808597183375,24.368686284191483,0.008897740663251516,46.78535212981043,24.722182105917213,0.008927041391869683,45.955770566376856,24.337479434186108,0.00903406073337459,47.59366992577744,65.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  15:00:00,18.625,27.95219298406667,26.263632162782017,26.70527933617046,26.50504750623041,27.821695125160367,25.507743549511357,27.86584330910346,25.35008612093791,25.771478474181947,25.539403403675518,26.655020124372427,24.99843307831557,0.32899598432427796,0.14206644157746745,0.32899598432427796,0.14206644157746745,0.4617324533648227,27.779493634140245,0.00859905088372351,36.96621369608346,24.436540079093803,0.00905071206654879,47.36669562990326,24.837677612193435,0.00909840208143893,46.484695493315584,24.573759301120624,0.009057889410486656,47.016162849491714,25.488345123584487,0.009120648184584327,44.826855020209194,24.489122607119782,0.009219727724744208,48.10452356752137,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  16:00:00,18.824999999999996,28.704745457075884,26.34170596515543,26.644282532976543,26.504220984818136,28.72443436538899,25.66194321633261,28.649841318350653,25.428136383023947,25.734389433603525,25.552858865111396,27.412336291952712,25.12296115137462,0.328552644888488,0.14187499955672975,0.328552644888488,0.14187499955672975,0.46112531332243256,28.594937179625422,0.008599050883723511,35.22730273004973,24.514566800892467,0.0091283987114868,47.51628327233027,24.824496334230503,0.009174830221071927,46.878032170041216,24.601496745404653,0.009133545662708825,47.29610739115998,26.100238218516427,0.009233230103846376,43.730243026787385,24.583979086416633,0.009305229577859508,48.23781803670829,65.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  17:00:00,18.212500000000002,28.931651123626832,26.070482590217836,26.316743747742763,26.207109554166358,28.573362380550893,25.685625720827694,28.903095960675994,25.142666606082376,25.333076947917633,25.22581007666558,27.16991846453142,24.955869180794508,0.2898585024055333,0.13701242523649776,0.30552441677141784,0.1420938580783767,0.39218867975618255,28.874540797725164,0.008599050883723515,34.64629958340268,24.21485062194692,0.009219558498625005,48.84013860223964,24.349410148092517,0.00923410819503362,48.52383971031093,24.24451059916481,0.009206628013038912,48.684613435716436,25.76647454851195,0.009308227090452852,44.948836404733875,24.22611264076133,0.009373607600721156,49.612194852793024,65.60000000000002,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  18:00:00,17.1125,28.632925444743986,25.593135168860734,25.84587928231305,25.787705617097114,27.56620228787869,25.487204524841623,28.659505607607624,24.85009912547676,25.038453528708843,24.96688969796555,26.17431799646124,24.754767948601533,0.22026772737607236,0.11040070280707001,0.24387037509429674,0.14268811254654595,0.390097773160586,28.686085770471273,0.008599050883723515,35.04931425837583,24.107063082092797,0.009501353145732014,50.66667164025116,24.231027775104657,0.009505795419561057,50.31789706473374,24.14607377883399,0.00949201669399234,50.49945104854151,24.782433705043807,0.009423670434332725,48.277510194746625,24.022331372361442,0.009566273464960494,51.26580086788564,65.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  19:00:00,16.0125,27.82653235347565,24.816349051282106,24.909270094937234,24.87799963692814,25.70326424709015,24.9979807363816,27.897810529593205,24.35119241492832,24.40777875216648,24.37729458488463,24.843622279901425,24.41280583797618,0.10268434511186167,0.05626867116988738,0.11650174795121451,0.08355814449972455,0.1921203338535864,27.969088705710785,0.008599050883723518,36.559206187854684,23.886035778574552,0.00961965538094894,51.99260445299004,23.90628740939574,0.009567889297315262,51.65497857367528,23.87658953284114,0.009584878735408087,51.84199745775502,23.98398031271272,0.009399409821704285,50.525808200039734,23.82763093957078,0.009614613705887377,52.152225818948715,65.60000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  20:00:00,15.6,26.758836848396363,24.124125566797687,24.218444124669638,24.15281601032035,24.55902987003115,24.502193686623492,26.84045464521832,23.899512040188554,23.955369951116534,23.89255549952899,24.141437448782057,24.123265626479032,0.04301283736420333,0.028180823250353596,0.05339524638314898,0.027540349994663742,0.12211690491345242,26.922072442040275,0.008599050883723527,38.87119276808098,23.674898513579414,0.009585358076244178,52.473251991120186,23.692295777563427,0.009533930841641215,52.14192451276111,23.632294988737623,0.009532295437552477,52.32467315659695,23.72384502753296,0.009347707074663805,51.04350595431471,23.744337566334575,0.009523477770054304,51.9215233831498,65.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  21:00:00,15.6,25.68446772409079,23.691751087686217,23.754377041225943,23.679810255628638,23.935436638620306,24.146651917427086,25.82983609147211,23.67659305088886,23.7430595362192,23.674726136770932,23.83738937014768,23.893163111632376,0.036915232067362254,0.015940667697169716,0.036915232067362254,0.027896168470047,0.19859415849561451,25.97520445885342,0.00859905088372353,41.101091169564725,23.661435014091506,0.009505842507986691,52.09357833527135,23.73174203121245,0.009470039469303153,51.68069236435271,23.669642017913215,0.009467542603908474,51.861086270613214,23.739342101675042,0.009320663357678702,50.86141546215094,23.63967430583766,0.009396617839286843,51.58653428349885,65.59999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  22:00:00,15.6,24.66300314803383,23.155068570332855,23.236246932583246,23.14314957945992,23.302974510853893,23.683785662269287,24.79043289135925,23.016838203707966,23.106650278501178,23.003710330319105,23.265342326365165,23.65895561488874,0.008308008602940875,0.003587549012912673,0.008308008602940875,0.0,0.0,24.917862634684663,0.008599050883723532,43.79728571424867,22.87860783708308,0.009430337878013905,54.210940092450286,22.977053624419117,0.009403566716721944,53.73792420646083,22.86427108117829,0.009399336174001637,54.08237600562537,23.227710141876436,0.009308690491846863,52.40601361317805,23.6341255675082,0.009368610225364032,51.45779960871359,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  23:00:00,15.349999999999998,23.778576275209733,22.756030933838506,22.812688287227534,22.737909536517105,22.87104736810626,23.402890965515887,23.852229624219675,22.68289483962527,22.74883562601579,22.66322602129535,22.80674558425853,23.394866466146148,0.0,0.0,0.0,0.0,0.0,23.925882973229616,0.008599050883723532,46.459341676941136,22.60975874541203,0.009388254681370759,54.84632943850476,22.684982964804046,0.009363792428828791,54.4564440977683,22.588542506073605,0.009359735207492418,54.7527036651625,22.742443800410797,0.009275160209824041,53.76093729460142,23.38684196677641,0.009330257384537622,52.00747318065915,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  24:00:00,14.95,23.045372443217143,22.488063849367084,22.52985092793593,22.469484979630707,22.56407688345095,23.17958244505447,23.102534438438788,22.414949981037296,22.466227348851014,22.395253470866802,22.500928250713077,23.153985235502507,0.0,0.0,0.0,0.0,0.0,23.159696433660432,0.008599050883723532,48.63561959670931,22.341836112707508,0.009340234483687584,55.44478791281723,22.402603769766095,0.009318068587885213,55.11112028531188,22.321021962102893,0.009314106265777741,55.362046776202746,22.437779617975206,0.009236608419766267,54.51975352242012,23.128388025950542,0.009286944880088934,52.56463528298065,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
